CompanyName,street,City,State,ZipCode,ZipPlus,ContactFirstName,ContactLastName,ContactTitle,Phone,BusinessDescription,PrimaryNAICS,NAICS2,NAICS3,NAICS4,NAICS5,BusinessType,County,Employee,AnnualSales,URL,YearEstablished
Innovation Brewing,414 W Main St,Sylva,NC,28779,5548,Nicole M,Dexter,Other,8285869678,Brewers (mfrs),312120,445310,,,,Private,Jackson,14,19223000,INNOVATION-BREWING.COM,2013
Innovation Brewing,119 Front Street,Dillsboro,NC,28725,,,,,8285869678,Brewers (mfrs),312120,,,,,Private,Jackson,14,19223000,,2018
Ironclad Brewery,115 N 2nd St,Wilmington,NC,28401,3936,Theodore J,Coughlin,CEO,9107690290,Brewers (mfrs),312120,,,,,Private,New Hanover,14,4434000,IRONCLADBREWERY.COM,2015
Jordan Lake Brewing Co,320 E Durham Rd,Cary,NC,27513,4043,Horace C,Carter III,Other,9196945096,Brewers (mfrs),312120,,,,,Private,Wake,4,1761000,JORDANLAKEBREWINGCOMPANY.COM,2015
Joymongers Brewing Co,576 N Eugene St,Greensboro,NC,27401,,Mike,Rollinson,Owner,3367635255,Brewers (mfrs),312120,,,,,Private,Guilford,18,6355000,JOYMONGERS.COM,2016
Jugghead,4843 Country Club Rd,Winston Salem,NC,27104,4503,Benjamin,Pritchard,Owner,3365467754,Brewers (mfrs),312120,,,,,Private,Forsyth,14,5870000,JUGGHEADSGROWLERS.COM,2015
Justice Brewing LLC,337 White Pine Dr,Fletcher,NC,28732,9717,Joseph,Justice,Owner,8280001111,Brewers (mfrs),312120,,,,,Private,Buncombe,14,21007000,,2015
Kernersville Brewing Co,210 N Main St # 150,Kernersville,NC,27284,4003,Kimberly D,Lauten,Other,3368167283,Brewers (mfrs),312120,,,,,Private,Forsyth,14,5870000,,2017
Koi Pond Brewing Co,1107 Falls Rd,Rocky Mount,NC,27804,4407,Mary S,Ghiloni,Other,2522311660,Brewers (mfrs),312120,,,,,Private,Nash,14,10453000,,2017
Koolabrew LLC,44 Red Bug Rd SW,Shallotte,NC,28470,5943,Melody B,Bellamy,Owner,9105796711,Brewers (mfrs),312120,323113,,,,Private,Brunswick,14,10453000,,2015
Lake Gaston Brewing Co,124 Hay St,Fayetteville,NC,28301,5650,,,,9100001111,Brewers (mfrs),312120,,,,,Private,Cumberland,14,20744000,,2017
Laughing Water Brewing Co LLC,1202 Curtis Bridge Rd,Wilkesboro,NC,28697,2238,Seth M,Hewitt,Owner,3360001111,Brewers (mfrs),312120,,,,,Private,Wilkes,14,10453000,,2016
Lazy Hiker Brewing Co,188 W Main St,Franklin,NC,28734,2949,Thomas K,Jenkins,Other,8283492337,Brewers (mfrs),312120,312120,312120,722410,,Private,Macon,14,18651000,LAZYHIKERBREWING.COM,2014
Legion Brewing,1906 Commonwealth Ave,Charlotte,NC,28205,5020,Philip C,Buchy IV,Manager,8444675683,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,LEGIONBREWING.COM,2015
Lenny Boy Brewing Co,3000 S Tryon St,Charlotte,NC,28217,1342,Townes,Mozer,Owner,9805851728,Brewers (mfrs),312120,,,,,Private,Mecklenburg,8,4028000,DISCOVERLENNYBOY.COM,2015
Lexington Avenue Brewery,19 Rankin Ave,Asheville,NC,28801,2804,Mike,Healey,Owner,8282520212,Brewers (mfrs),312120,722511,722410,,,Private,Buncombe,23,34511000,LEXAVEBREW.COM,2009
Lincoln Brewing Co,2912 N Main St # 100,Fuquay Varina,NC,27526,5499,,,,9190001111,Brewers (mfrs),312120,,,,,Private,Wake,4,1761000,,2016
Little Brother Brewing,348 S Elm St,Greensboro,NC,27401,2606,,,,3364023743,Brewers (mfrs),312120,,,,,Private,Guilford,50,17651000,,2018
Little City Brewing-Provisions,400 W North St # 120,Raleigh,NC,27603,1570,,,,9190001111,Brewers (mfrs),312120,,,,,Private,Wake,4,1761000,,2017
Local Minded Brewing LLC,222 E Main St # U6,Elkin,NC,28621,3492,Cicely,Mcculloch,Owner,3360001111,Brewers (mfrs),312120,,,,,Private,Surry,14,19423000,ANGRYTROLLBREWING.COM,2015
Loe's Brewing Co,1048 Harper Ave NW,Lenoir,NC,28645,5085,Stephen,Loe,President,8287543652,Brewers (mfrs),312120,,,,,Private,Caldwell,14,18950000,LOESBREWING.COM,2010
Loft Cafe & Pub,111 Joel Wright Dr,Hendersonville,NC,28792,5766,,,,8285959997,Brewers (mfrs),312120,,,,,Private,Henderson,14,20693000,THELOFTCAFEANDPUB.COM,2016
Lonerider Brewing Co,8816 Gulf Ct # 100,Raleigh,NC,27617,4628,Sumit,Vohra,CEO,9194428004,Brewers (mfrs),312120,722410,,,,Private,Wake,4,1761000,LONERIDERBEER.COM,2009
Lookout Brewing Co,103 S Ridgeway Ave,Black Mountain,NC,28711,3550,John A,Garcia Jr,President,8283575169,Brewers (mfrs),312120,445310,,,,Private,Buncombe,23,34511000,LOOKOUTBREWING.COM,2013
Lynnwood Brewing Inc,1053 E Whitaker Mill Rd # 101,Raleigh,NC,27604,5305,Wenda E,Archer,Owner,9194247533,Brewers (mfrs),312120,445310,,,,Private,Wake,4,1761000,LYNNWOODBREWING.BEER,2015
Mad Co Brewing,45 N Main St,Marshall,NC,28753,40,,,,8286498600,Brewers (mfrs),312120,,,,,Private,Madison,14,10453000,,2016
Mad Mole Brewing,6309 Boathouse Rd # 300,Wilmington,NC,28403,3660,,,,9108598115,Brewers (mfrs),312120,,,,,Private,New Hanover,14,4434000,WILMINGTONALETRAIL.COM,2018
Makai Brewing Co LLC,5850 Ocean Hwy W,Ocean Isle Beach,NC,28469,3510,Lowell E,Puckett Jr,Owner,9100001111,Brewers (mfrs),312120,,,,,Private,Brunswick,14,10453000,,2016
Mill Whistle Brewing,1354 Lennoxville Rd,Beaufort,NC,28516,,,,,2527270994,Brewers (mfrs),312120,,,,,Private,Carteret,14,18596000,,2015
Moo & Brew,1300 Central Ave,Charlotte,NC,28205,5010,,,,9805854148,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,MOOANDBREW.COM,2016
Morgan Ridge Railwalk Eatery,421 N Lee St,Salisbury,NC,28144,4424,Amie,Baudoin,Owner,7047548379,Brewers (mfrs),312120,722511,,,,Private,Rowan,25,18666000,MORGANRIDGERAILWALK.COM,2017
Mystery Brewing Co,620 Valley Forge Rd # C,Hillsborough,NC,27278,8567,,,,9190001111,Brewers (mfrs),312120,,,,,Private,Orange,14,21819000,MYSTERYBREWING.COM,2015
Mystery Brewing Co,437 Dimmocks Mill Rd # 41,Hillsborough,NC,27278,2379,Sebastian,Lindsay,Director,9196443283,Brewers (mfrs),312120,454110,,,,Private,Orange,14,21819000,MYSTERYBREWING.COM,2010
Nantahala Brewing,747 Haywood Rd,Asheville,NC,28806,3131,,,,8284882337,Brewers (mfrs),312120,,,,,Private,Buncombe,23,34511000,NANTAHALABREWING.COM,2018
Nantahala Brewing Co,234 Deep Creek Rd,Bryson City,NC,28713,7818,,,,8287886185,Brewers (mfrs),312120,,,,,Private,Swain,14,21388000,,2017
Nantahala Brewing Co,61 Depot St,Bryson City,NC,28713,,Joe,Rowland,Partner,8284882337,Brewers (mfrs),312120,445310,,,,Private,Swain,14,21388000,NANTAHALABREWING.COM,2009
Natty Greene's Brewing Co,1918 W Lee St,Greensboro,NC,27403,,Daniel,Craft,Other,3368566111,Brewers (mfrs),312120,424490,445310,,,Private,Guilford,51,18004000,NATTYGREENES.COM,2004
Natty Greene's Pub & Brewing,345 S Elm St,Greensboro,NC,27401,2603,Sue,Nelson,General Mgr,3362741373,Brewers (mfrs),312120,722511,722410,,,Private,Guilford,50,17651000,NATTYGREENES.COM,2004
New Anthem Brewery,116 Dock St,Wilmington,NC,28401,4433,,,,9103994683,Brewers (mfrs),312120,,,,,Private,New Hanover,14,4434000,,2016
New Belgium Brewing Co,144 Jacob Holme Way,Candler,NC,28715,209,,,,8286330352,Brewers (mfrs),312120,,,,,Private,Buncombe,23,34511000,,2015
New Belgium Brewing Co,91 Craven St,Asheville,NC,28806,4609,,,,8283336900,Brewers (mfrs),312120,,,,,Private,Buncombe,23,34511000,NEWBELGIUM.COM,2015
New Sarum Brewing Co,109 N Lee St,Salisbury,NC,28144,5033,Andrew J,Maben,Manager,7048306577,Brewers (mfrs),312120,,,,,Private,Rowan,14,10453000,,2016
Nickelpoint Brewery,506 Pershing Rd,Raleigh,NC,27608,2624,Matt,Corregan,Director,9199165961,Brewers (mfrs),312120,,,,,Private,Wake,4,1761000,NICKELPOINTBREWING.COM,2014
Noble Cider,363 New Leicester Hwy,Asheville,NC,28806,,Meda,Thurston,Owner,8285759622,Brewers (mfrs),312120,,,,,Private,Buncombe,23,34511000,NOBLECIDER.COM,2015
Nocturnal Brewing Co,893 Highway 64 Business,Hayesville,NC,28904,4969,,,,8284120975,Brewers (mfrs),312120,,,,,Private,Clay,14,,,2019
Noda Brewing Co,2921 N Tryon St,Charlotte,NC,28206,2762,David,Gonzalez,Director,7049006851,Brewers (mfrs),312120,424490,722410,445310,,Private,Mecklenburg,14,7049000,NODABREWING.COM,2012
Northern Outer Banks Brewing,520 Old Stoney Rd # J,Corolla,NC,27927,2215,Kathleen,Mccubbins,President,2522071890,Brewers (mfrs),312120,,,,,Private,Currituck,2,2828000,,2017
Oaklyn Springs Brewery Inc,2229 Wade Nash Rd,Holly Springs,NC,27540,4421,Jeffrey D,Conley,Owner,9190001111,Brewers (mfrs),312120,,,,,Private,Wake,4,1761000,,2016
Old Town Public House,21314 Catawba Ave,Cornelius,NC,28031,8505,,,,9802315191,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,,2015
Olde Dallas Brewery LLC,136 Durkee Ln,Dallas,NC,28034,9793,Christopher,Cloninger,Other,7040001111,Brewers (mfrs),312120,,,,,Private,Gaston,14,20830000,,2015
Olde Hickory Brewery,2 3rd St SW,Hickory,NC,28602,2941,Nikol,Weest,Manager,8283221422,Brewers (mfrs),312120,424810,,,,Private,Catawba,15,23103000,OLDEHICKORYBREWERY.COM,2003
Olde Mecklenburg Brewery,4150 Yancey Rd,Charlotte,NC,28217,1738,John,Marrino,Owner,7045255644,Brewers (mfrs),312120,445310,445310,,,Private,Mecklenburg,40,20140000,OLDEMECKBREW.COM,2011
One World Brewing,10 Patton Ave # 2,Asheville,NC,28801,3302,Anthony,Dorage,Partner,5102958438,Brewers (mfrs),312120,,,,,Private,Buncombe,23,34511000,ONEWORLDBREWING.COM,2016
One World Brewing LLC,520 Haywood Rd,Asheville,NC,28806,3555,Lindsay,Andrasik,Manager,8285759992,Brewers (mfrs),312120,722511,,,,Private,Buncombe,23,34511000,ONEWORLDBREWING.COM,2017
Oskar Blues Brewery,342 Mountain Industrial Dr,Brevard,NC,28712,5122,Dale,Katechis,Owner,8288832337,Brewers (mfrs),312120,722511,445310,,,Private,Transylvania,25,30333000,OSKARBLUES.COM,2011
Oyster House Brewing Co,625 Haywood Rd,Asheville,NC,28806,3255,,,,8285759370,Brewers (mfrs),312120,722511,,,,Private,Buncombe,23,34511000,OYSTERHOUSEBEERS.COM,2013
Panacea Brewing Co,102 Old Eastwood Rd # A5,Wilmington,NC,28403,512,,,,9104441697,Brewers (mfrs),312120,,,,,Private,New Hanover,14,4434000,,2018
Papertown Brew & Que,Sorrells St Park,Canton,NC,28716,,,,,8287343706,Brewers (mfrs),312120,,,,,Private,Haywood,14,19614000,PAPERTOWNBREW.COM,2016
Pelagic Brewing Co,300 Pace St,Raleigh,NC,27604,1209,Tareq,Adham,Other,9197065955,Brewers (mfrs),312120,,,,,Private,Wake,4,1761000,PELAGICBEERANDWINE.COM,2015
Pellicle Brewing Co LLC,713 E Maple Ln,Fuquay Varina,NC,27526,5125,Patrick,Keegan,Owner,9190001111,Brewers (mfrs),312120,,,,,Private,Wake,4,1761000,,2015
Pellicle Brewing Co LLC,4913 S Alston Ave,Durham,NC,27713,4424,,,,9190001111,Brewers (mfrs),312120,,,,,Private,Durham,14,4442000,,2017
Pilot Brewing Co LLC,505 E 6th St # 1006,Charlotte,NC,28202,3140,Jeffrey T,Hudson,Owner,7040001111,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,,2016
Pisgah Brewing Co,140 Eastside Dr,Black Mountain,NC,28711,8208,David,Quinn,President,8286690190,Brewers (mfrs),312120,424810,722410,445310,,Private,Buncombe,23,34511000,PISGAHBREWING.COM,2005
Pizza Shop/Dry County Brewing,585 Oak Ave,Spruce Pine,NC,28777,2727,Jennifer,Rambo,Owner,8287654583,Brewers (mfrs),312120,722511,722511,,,Private,Mitchell,7,7600000,DRYCOUNTYBREWING.COM,2009
Ponysaurus Brewing,1101 W Chapel Hill St,Durham,NC,27701,3027,Keil,Jansen,Manager,9784827701,Brewers (mfrs),312120,,,,,Private,Durham,14,4442000,PONYSAURUSBREWING.COM,2014
Ponysaurus Brewing LLC,219 Hood St,Durham,NC,27701,3715,Nick,Johnson,President,9190001111,Brewers (mfrs),312120,,,,,Private,Durham,14,4442000,PONYSAURUSBREWING.COM,2015
Prestige Brewing Inc,509 Castle St,Wilmington,NC,28401,5257,,,,9100001111,Brewers (mfrs),312120,,,,,Private,New Hanover,14,4434000,,2017
Preyer Brewing Co LLC,600 Battleground Ave,Greensboro,NC,27401,2015,David,Clemmons,Manager,3360001111,Brewers (mfrs),312120,,,,,Private,Guilford,50,17651000,,2015
Railhouse Brewery,105 E South St,Aberdeen,NC,28315,,Mark,Wathen,Vice President,9107570460,Brewers (mfrs),312120,722511,445310,,,Private,Moore,14,20991000,RAILHOUSEBREWERY.COM,2010
Red Hill Brewing Co,21 Union St S,Concord,NC,28025,5009,,,,7047842337,Brewers (mfrs),312120,,,,,Private,Cabarrus,14,21361000,,2016
Red Oak Brewery,6901 Konica Dr,Whitsett,NC,27377,9787,Bill,Sherrill,CEO,3364472055,Brewers (mfrs),312120,445310,,,,Private,Guilford,50,17651000,REDOAKBREWERY.COM,1991
Resident Culture Brewing Co,2101 Central Ave,Charlotte,NC,28205,5203,,,,7040001111,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,RESIDENTCULTUREBREWING.COM,2016
Rivermen Brewing Co LLC,52 Ervin St,Belmont,NC,28012,3327,Jim,Dandro,Owner,7040001111,Brewers (mfrs),312120,,,,,Private,Gaston,14,20830000,RIVERMENBREWINGCOMPANY.COM,2017
Salud Cerveceria,3306-C N Davidson St,Charlotte,NC,28205,,,,,9804956612,Brewers (mfrs),312120,722410,722410,722410,,Private,Mecklenburg,14,7049000,SALUDCERVECERIA.COM,2017
Sanctuary Brewing Co,147 1st Ave E,Hendersonville,NC,28792,5191,Lisa Marie,Mcdonald,CEO,8285959956,Brewers (mfrs),312120,,,,,Private,Henderson,14,20693000,SANCTUARYBREWCO.COM,2016
Sapphire Mountain Brewing Co,50 Slicers Ave,Sapphire,NC,28774,9405,Craig,Shatto,Owner,8287430220,Brewers (mfrs),312120,722511,,,,Private,Jackson,40,54923000,SAPPHIREMOUNTAINBREWINGCOMPANY.COM,1888
Shellback Brewing Inc,4327 Thermal Ave,Midland,NC,28107,9393,James E,Mac Monagle,Owner,7040001111,Brewers (mfrs),312120,,,,,Private,Cabarrus,14,21361000,,2016
Shortway Brewing Co,228 Chatham St # 230,Newport,NC,28570,8515,Matt,Shortway,Owner,2527773065,Brewers (mfrs),312120,,,,,Private,Carteret,8,10626000,SHORTWAYBREWING.COM,2018
Shortway Brewing Co LLC,201 Speight St,Havelock,NC,28532,2427,Matthew H,Shortway,Owner,2520001111,Brewers (mfrs),312120,,,,,Private,Craven,14,10453000,,2016
Sierra Nevada Brewing Co,100 Sierra Nevada Way,Mills River,NC,28732,8608,Liz,Huber,Manager,5306240576,Brewers (mfrs),312120,,,,,Private,Henderson,14,20693000,SIERRANEVADA.COM,2017
Skull Camp Brewing,1980 N Bridge St,Elkin,NC,28621,2106,,,,3362588124,Brewers (mfrs),312120,,,,,Private,Surry,14,19423000,SKULLCAMPBREWING.COM,2014
Southern Appalachian Brewery,822 Locust St # 100,Hendersonville,NC,28792,3758,James C,Cubbin,Other,8286841235,Brewers (mfrs),312120,445310,,,,Private,Henderson,14,20693000,SABREWERY.COM,2006
Southern Peak Brewery,950 Windy Rd # 100,Apex,NC,27502,2410,,,,9196230827,Brewers (mfrs),312120,,,,,Private,Wake,4,1761000,SOUTHERNPEAKBREWERY.COM,2016
Southern Range Brewing,151 S Stewart St,Monroe,NC,28112,,Dustin,Gatliff,Owner,7042894049,Brewers (mfrs),312120,,,,,Private,Union,14,10453000,SOUTHERNRANGEBREWING.COM,2016
Specialty Products Intl Ltd,376 Tenney Cir,Chapel Hill,NC,27514,7803,Leigh,Beadle,President,9199298848,Brewers (mfrs),312120,,,,,Private,Orange,14,21819000,ADDABREWPUB.COM,2012
Stags Head Brewing LLC,257 Pine Valley Rd,East Flat Rock,NC,28726,2636,,,,8280001111,Brewers (mfrs),312120,,,,,Private,Henderson,14,20693000,,2015
Starpoint Brewing,2501 University Dr # 9,Durham,NC,27707,2159,Tim,Harper,Owner,9195232302,Brewers (mfrs),312120,,,,,Private,Durham,2,635000,STARPOINTBREWING.COM,2011
Steel String Craft Brewery,106 S Greensboro St # A,Carrboro,NC,27510,2266,Andrew R,Scharfenberg,Manager,9192407215,Brewers (mfrs),312120,445310,,,,Private,Orange,14,21819000,STEELSTRINGBREWERY.COM,2011
Stout Brewing Co,518 N Sims St,Kings Mountain,NC,28086,3262,,,,7040001111,Brewers (mfrs),312120,,,,,Private,Cleveland,14,10453000,STOUTBREWINGCOMPANY.COM,2014
Sugar Creek Brewing Co,215 Southside Dr,Charlotte,NC,28217,1727,Joe,Vogelbacher,Owner,7045213333,Brewers (mfrs),312120,722511,722410,,,Private,Mecklenburg,14,7049000,SUGARCREEKBREWING.COM,2016
Sweet Union Brewing LLC,4320 E Highway 218,Monroe,NC,28110,7053,,,,7040001111,Brewers (mfrs),312120,,,,,Private,Union,14,10453000,,2016
Sycamore Brewing,401 W 24th St,Charlotte,NC,28206,2664,Laura,Caldwell,Controller,7049103821,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,SYCAMOREBREW.COM,2018
Sycamore Brewing LLC,8601 Prince Valiant Dr,Waxhaw,NC,28173,8964,,,,7040001111,Brewers (mfrs),312120,,,,,Private,Union,14,10453000,,2014
Tarboro Brewing Co,526 N Main St,Tarboro,NC,27886,4313,Inez,Ribustello,Owner,2525636522,Brewers (mfrs),312120,541870,,,,Private,Edgecombe,14,10453000,,2015
Tarboro Brewing Co,115 E Saint James St,Tarboro,NC,27886,5016,,,,2520001111,Brewers (mfrs),312120,,,,,Private,Edgecombe,14,10453000,,2016
Tek Mountain Brewery LLC,1844 Sir Tyler Dr,Wilmington,NC,28405,8305,Brett Halna,Du Fretay,CEO,9100001111,Brewers (mfrs),312120,,,,,Private,New Hanover,14,4434000,,2015
Thirsty Monk,2 Town Square Blvd,Asheville,NC,28803,5022,,,,8286873873,Brewers (mfrs),312120,722511,,,,Private,Buncombe,23,34511000,MONKPUB.COM,2008
Thirsty Monk Pub Brewery,92 Patton Ave,Asheville,NC,28801,3315,Chall,Gray,Vice President,8282545470,Brewers (mfrs),312120,722511,722410,,,Private,Buncombe,15,22507000,MONKPUB.COM,2008
Thirsty Monk South,20 Gala Dr # 103,Asheville,NC,28803,3373,,,,8285054564,Brewers (mfrs),312120,722511,722410,,,Private,Buncombe,23,34511000,,2010
Thirsty Nomad Brewing,4402 Stuart Andrew Blvd # A,Charlotte,NC,28217,1520,Bradley O,Ledbetter,Other,7049400947,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,THIRSTYNOMADBREWING.COM,2016
Thirsty Souls Cmnty Brewing,238 Market St,Mt Airy,NC,27030,3514,Jan,Kriska,Owner,3360001111,Brewers (mfrs),312120,,,,,Private,Surry,14,19423000,THIRSTYSOULSCOMMUNITYBREWING.COM,2015
Three Spirits Brewery,5046 Old Pineville Rd # 200,Charlotte,NC,28217,3033,Jennifer,Terrell,Manager,7046616412,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,THREESPIRITSBREWERY.COM,2016
Tidewater Brewing Co LLC,1002 Princess St,Wilmington,NC,28401,4334,James E,Hall,Owner,9100001111,Brewers (mfrs),312120,,,,,Private,New Hanover,14,4434000,,2016
Top of the Hl Rstrnt & Brewery,100 E Franklin St # 300,Chapel Hill,NC,27514,3629,Scott,Maitland,Owner,9199298676,Brewers (mfrs),312120,722511,722410,,,Private,Orange,100,155850000,THETOPOFTHEHILL.COM,1996
Triple C Brewing Co,2900 Griffith St,Charlotte,NC,28203,5430,Christopher,Murphy,Owner,7043723212,Brewers (mfrs),312120,445310,,,,Private,Mecklenburg,12,6042000,TRIPLECBREWING.COM,2012
Triskelion Brewing Co,347 7th Ave E,Hendersonville,NC,28792,,Jonthan,Ayers,Owner,8283887051,Brewers (mfrs),312120,,,,,Private,Henderson,8,11825000,TRISKELIONBREWING.COM,2018
Triskelion Brewing Co,340 7th Ave E,Hendersonville,NC,28792,3706,Becky,Ayers,Owner,8283887051,Brewers (mfrs),312120,,,,,Private,Henderson,8,11825000,TRISKELIONBREWING.COM,2018
Trophy Brewing,656 Maywood Ave,Raleigh,NC,27603,2340,,,,9192464765,Brewers (mfrs),312120,,,,,Private,Wake,9,3961000,TROPHYBREWING.COM,2013
Trophy Brewing Co & Restaurant,827 W Morgan St,Raleigh,NC,27603,1613,,,,9198034849,Brewers (mfrs),312120,722511,445310,,,Private,Wake,4,1761000,,2012
Turgua Brewing Co,27 Firefly Hollow Dr,Fairview,NC,28730,140,Philip,Desenne,Owner,7815044129,Brewers (mfrs),312120,,,,,Private,Buncombe,1,1501000,,2017
Twenty-Six Acres Brewing Co,7285 Westwinds Blvd NW,Concord,NC,28027,3310,Joel,Padgett,COO,9802772337,Brewers (mfrs),312120,,,,,Private,Cabarrus,14,21361000,26ACRES.COM,2017
Twin Leaf Brewery,144 Coxe Ave,Asheville,NC,28801,4026,Timothy S,Weber,Other,8287745000,Brewers (mfrs),312120,,,,,Private,Buncombe,23,34511000,TWINLEAFBREWERY.COM,2014
Unknown Brewing Co,1327 S Mint St,Charlotte,NC,28203,4121,Brad,Shell,Manager,9802372628,Brewers (mfrs),312120,445310,,,,Private,Mecklenburg,14,7049000,UNKNOWNBREWING.COM,2013
Up Country Brewing Co,1042 Haywood Rd,Asheville,NC,28806,2639,,,,8285752400,Brewers (mfrs),312120,722511,722410,,,Private,Buncombe,23,34511000,UPCOUNTRYBREWING.COM,2011
Upcountry Brewing Co,212 King St # B,Brevard,NC,28712,3320,John,Cochran,Owner,8288857538,Brewers (mfrs),312120,,,,,Private,Transylvania,14,16986000,UPCOUNTRYBREWING.COM,2018
Uptown Brewing Co,418 Evans St,Greenville,NC,27858,1834,Donald,Dunn,Partner,2526712633,Brewers (mfrs),312120,,,,,Private,Pitt,16,23337000,UPTOWNBREWINGCOMPANY.COM,2016
Valley River Brewery,71 Tennessee St,Murphy,NC,28906,2938,Michael,Marsden,Other,8288372337,Brewers (mfrs),312120,,,,,Private,Cherokee,6,7678000,VALLEYRIVERBREWERY.COM,2015
Valley River Brewery,994 Bus Hwy 64,Hayesville,NC,28904,,Dawn,Marsden,Owner,8288391472,Brewers (mfrs),312120,,,,,Private,Clay,20,14933000,VALLEYRIVERBREWERIES.COM,2018
Valley River Brewery-Hayesvill,994 Highway 64 Business,Hayesville,NC,28904,5801,,,,8283891472,Brewers (mfrs),312120,,,,,Private,Clay,14,10453000,,2017
Vicious Fishes,219 Fish Dr,Angier,NC,27501,6077,,,,9196393363,Brewers (mfrs),312120,,,,,Private,Harnett,14,18294000,,2017
Waterline Brewing,721 Surrey St,Wilmington,NC,28401,5043,William A,Robinson Jr,President,9103992337,Brewers (mfrs),312120,,,,,Private,New Hanover,14,4434000,WATERLINEBREWING.COM,2015
Watermans Brewing,1610 Pavillion Pl,Wilmington,NC,28403,3735,Craig,Gee,CEO,9108393103,Brewers (mfrs),312120,722511,,,,Private,New Hanover,14,4434000,WATERMANSBREWING.COM,2017
Wedge Brewing Co LLC,37 Paynes Way # 1,Asheville,NC,28801,2626,Tim,Schaller,Owner,8285052792,Brewers (mfrs),312120,445310,445310,,,Private,Buncombe,3,4502000,WEDGEBREWING.COM,2012
Whistle Hop Brewing Co,1288-A Charlotte Hwy,Fairview,NC,28730,,,,,8282315903,Brewers (mfrs),312120,,,,,Private,Buncombe,23,34511000,,2016
White Rabbit Brewing Co,207 Fish Dr,Angier,NC,27501,6077,Ken,Ostraco,Owner,9192759077,Brewers (mfrs),312120,424810,445310,445310,,Private,Harnett,14,18294000,WHITERABBITBREWERY.COM,2014
White Street Brewing Co,218 S White St,Wake Forest,NC,27587,2742,Tina,Radosta,Director,9196479439,Brewers (mfrs),312120,445310,,,,Private,Wake,4,1761000,WHITESTREETBREWING.COM,2012
White Street Brewing Co,400 Park Ave,Youngsville,NC,27596,8688,Dino J,Radosta,President,9195696761,Brewers (mfrs),312120,445310,,,,Private,Franklin,14,19445000,,2014
Wicked Weed Brewing,95 Old Shoals Rd,Arden,NC,28704,9401,Micah,Pulleyn,Director,8285759599,Brewers (mfrs),312120,,,,,Private,Buncombe,23,34511000,WICKEDWEEDBREWING.COM,2017
Wicked Weed Brewing Production,145 Jacob Holme Way,Candler,NC,28715,209,,,,8286705400,Brewers (mfrs),312120,722511,,,,Private,Buncombe,23,34511000,,2015
Wise Man Brewing,826 Angelos Bros Ave,Winston Salem,NC,27101,1524,Michael D,Beverly,Manager,3367250008,Brewers (mfrs),312120,,,,,Private,Forsyth,14,5870000,WISEMANBREWING.COM,2017
Wooden Robot Brewery LLC,1440 S Tryon St # 110,Charlotte,NC,28203,4263,Joshua,Patton,CEO,9808197875,Brewers (mfrs),312120,,,,,Private,Mecklenburg,14,7049000,WOODENROBOTBREWERY.COM,2015
Yesteryears Brewery,300 E Main St # C,Carrboro,NC,27510,2359,David,Larsen,Manager,9196495101,Brewers (mfrs),312120,,,,,Private,Orange,14,21819000,,2016
York Chester Brewing Co,1500 River Dr # 250,Belmont,NC,28012,3587,,,,7048306021,Brewers (mfrs),312120,,,,,Private,Gaston,14,20830000,YORKCHESTERBREW.COM,2017
York Chester Brewing Co LLC,213 W 5th Ave,Gastonia,NC,28052,4084,Jarvis D,Roberts,Owner,7040001111,Brewers (mfrs),312120,,,,,Private,Gaston,14,20830000,,2015
202 North Main,202 N Main St,Mooresville,NC,28115,2528,Mike,Parker,Owner,7046635445,Wines-Retail,445310,,,,,Private,Iredell,2,500000,202WINES.COM,2003
580 Craft Beer,354 East St,Pittsboro,NC,27312,9722,,,,9195425431,Beer & Ale-Retail,445310,,,,,Private,Chatham,4,747000,580CRAFTBEER.COM,2015
6 Pac Smokestack,2077 US 70 Hwy # A,Swannanoa,NC,28778,8218,Dean,Mian,Owner,8282982421,Beer & Ale-Retail,445310,,,,,Private,Buncombe,4,1792000,,2002
A B & C Store Warsaw,114 S Pine St,Warsaw,NC,28398,1925,Diane,Blackburn,Manager,9102934656,Liquors-Retail,445310,,,,,Private,Duplin,3,543000,,2010
A B C Reelsboro,6936 North Carolina Highway 55,Grantsboro,NC,28529,,Dora,Benton,Manager,2527455225,Liquors-Retail,445310,,,,,Private,Pamlico,2,618000,,2016
Ab Control Store,2961 US 221 N,Marion,NC,28752,9823,Debra,Melton,Manager,8286525328,Liquors-Retail,445310,,,,,Private,McDowell,6,1166000,,2010
ABC Belville,44 River Rd SE,Belville,NC,28451,7427,Michele,York,Manager,9103713383,Liquors-Retail,445310,445310,,,,Private,Brunswick,6,1304000,,1999
ABC Board,2634 Durham Chapel Hill # 100,Durham,NC,27707,2875,Randolph,Mills,Site Manager,9194196217,Liquors-Retail,445310,,,,,Private,Durham,10,2751000,DURHAMABC.COM,1999
